VILLAGE_PLAYER_STATS_ID	COUNTRY_PLAYER_ID	VILLAGE_ID	CHARACTER_NAME	SKILL_NAME	WINLOSE_CODE	LIFE
82	78	6	パン屋 オットー	村人	WIN	6d襲撃死
83	79	6	羊飼い カタリナ	村人	WIN	4d襲撃死
84	80	7	謎のウェイター ルネ	村人	LOSE	生存
85	49	7	捜査官 ジゼル	見物人		
86	20	7	気象予報士 アリッサ	村人	LOSE	2d襲撃死
87	81	7	魂探し ラファウ	村人	LOSE	3d襲撃死
88	82	7	魂繋ぎ クロエ	人狼	WIN	生存
89	83	7	配達員 ヒューバート	占い師	LOSE	3d処刑死
90	84	8	【酒】 酒道楽 ハイヴィ	狩人	LOSE	4d襲撃死
91	58	8	【狂】 狂サポ 添木(ソエギ)	見物人		
92	85	8	【夢】 夢遊病 テレーズ	村人	LOSE	生存
93	86	8	【技】 技師 レネ	村人	LOSE	8d襲撃死
94	20	8	雛市(ヒナイチ)	村人	LOSE	2d襲撃死
95	87	8	【研】 研究者 トロイ	村人	LOSE	5d襲撃死
96	88	8	冬至(トウジ)	見物人		
97	89	8	【秘】 村建て 鳥追(トリオイ)	見物人		
98	90	8	【家】 家令 ユーリ	村人	LOSE	8d処刑死
99	91	8	【庭】 庭師 アーリック	村人	LOSE	6d処刑死
100	92	8	【夜】 楽しい夜にしたい シェーラ	村人	LOSE	生存
101	93	8	【彫】 彫師 ランス	狂人	WIN	7d処刑死
102	94	8	【装】 装飾工 メリル	人狼	WIN	生存
103	95	8	【プ】 七姫(ナナヒメ)	見物人		
104	96	8	【掃】 煙突掃除 ミケル	霊能者	LOSE	6d襲撃死
105	97	8	【応】 おててぶんぶん 早乙女(サオトメ)	見物人		
106	98	8	【応】 サイリウム振るよ！ 不知火(シラヌイ)	見物人		
107	99	8	【実】 糸取(イトトリ)	見物人		
108	100	8	【綾】 綾取り ツリガネ	占い師	LOSE	3d襲撃死
109	101	8	【商】 商人 アルカ	人狼	WIN	5d処刑死
110	102	8	【花】 花屋 マイダ	村人	LOSE	3d処刑死
111	103	8	【狼】 自転車部隊 補給係 万歳(バンザイ)	見物人		
112	104	8	【考】 麦踏(ムギフミ)	見物人		
113	105	8	【詐】 詐欺師 ネッド	人狼	WIN	生存
114	106	8	【パ】 パン屋 デボラ	村人	LOSE	4d処刑死
115	107	8	【考】 見守り 手毬(テマリ)	見物人		
116	108	8	【秘】 秘話サポ 雉笛(キジブエ)	見物人		
117	109	9	村娘 パメラ 	狩人	WIN	生存
118	110	9	神父 ジムゾン	占い師	WIN	4d襲撃死
119	111	9	少女 リーザ	人狼	LOSE	4d処刑死
120	5	9	楽天家 ゲルト 	村人	WIN	2d襲撃死
121	112	9	老人 モーリッツ 	村人	WIN	5d襲撃死
122	113	9	司書 クララ 	村人	WIN	生存
123	114	9	シスター フリーデル 	霊能者	WIN	生存
124	115	9	ならず者 ディーター 	村人	WIN	生存
125	116	9	負傷兵 シモン	人狼	LOSE	6d処刑死
126	117	9	宿屋の女主人 レジーナ	人狼	LOSE	3d突然死
127	118	9	仕立て屋 エルナ 	村人	WIN	生存
128	119	9	パン屋 オットー	村人	WIN	3d襲撃死
129	120	9	羊飼い カタリナ 	狂人	LOSE	5d処刑死
130	121	10	【雨】 雨宿り ジロ	霊能者	LOSE	4d処刑死
131	122	10	【犯】 犯人 はなこ	村人	LOSE	3d襲撃死
132	123	10	【双】 双子……？ 牡丹	人狼	WIN	生存
133	124	10	【令】 マイケル家の令嬢 マリア	狩人	LOSE	5d襲撃死
134	125	10	【取】 取引屋 エリシュカ	村人	LOSE	生存
135	126	10	【義】 女義太夫 美濃	人狼	WIN	生存
136	20	10	青年 ポール	村人	LOSE	2d襲撃死
137	50	10	【敬】 敬虔な神父 夕陰	人狼	WIN	生存
138	127	10	【好】 女好き 檜扇	村人	LOSE	生存
139	128	10	【古】 古書店 文目	村人	LOSE	4d襲撃死
140	129	10	【軽】 軽いノリ アカザ	村人	LOSE	生存
141	130	10	【椿】 剣道家 ツバキ	狂人	WIN	3d処刑死
142	131	10	【玉】 女学生 玉姫	占い師	LOSE	5d処刑死
143	5	11	楽天家 ゲルト 	村人	WIN	2d襲撃死
144	33	11	村娘 パメラ	占い師	WIN	4d襲撃死
145	132	11	老人 モーリッツ 	村人	WIN	生存
146	133	11	シスター フリーデル 	狩人	WIN	生存
147	134	11	旅人 ニコラス 	村人	WIN	生存
148	37	11	ならず者 ディーター	人狼	LOSE	5d処刑死
149	135	11	少年 ペーター	人狼	LOSE	3d処刑死
150	136	11	仕立て屋 エルナ 	狂人	LOSE	生存
151	137	11	パン屋 オットー 	霊能者	WIN	生存
152	138	11	羊飼い カタリナ	村人	WIN	4d処刑死
153	139	11	少女 リーザ 	村人	WIN	生存
154	140	12	【飴】 世話役 キャンディ	村人	LOSE	生存
155	141	12	【政】 政治家 セイロン	人狼	WIN	3d処刑死
156	123	12	【貴】 貴婦人 ディンブラ	狂人	WIN	6d処刑死
157	142	12	博愛主義 ジョルジ	見物人		
158	50	12	【密】 密売人 ダスト	ハムスター人間	LOSE	4d呪殺
159	143	12	【華】 華僑 キームン	占い師	LOSE	5d襲撃死
160	144	12	【長】 公爵家長男 ファースト	村人	LOSE	4d襲撃死
161	145	12	【歌】 歌姫 ジャスミン	ハムスター人間	LOSE	4d処刑死
162	146	12	【練】 錬金術師 フルリーフ	人狼	WIN	5d処刑死
163	51	12	【刑】 刑事 ヌワラエリヤ	村人	LOSE	9d処刑死
164	147	12	【手】 手伝い フラワリー	見物人		
165	47	12	ムシケラ ウヴァ	見物人		
166	148	12	見学者 オレンジ	見物人		
167	20	12	女王 アン	村人	LOSE	2d襲撃死
168	149	12	【諜】 諜報部員 ウダプッセラワ	霊能者	LOSE	8d襲撃死
169	150	12	【食】 草食系 シレット	村人	LOSE	10d襲撃死
170	151	12	【衛】 護衛者 ブロークン	ハムスター人間	LOSE	3d呪殺
171	152	12	【羊】 執事 カンヤム	狩人	LOSE	8d処刑死
172	153	12	【楽】 お気楽 チャイ	人狼	WIN	生存
173	154	12	【逍】 お散歩 ジャム	村人	LOSE	10d処刑死
174	49	12	【闇】 闇医者 ラプサンスーチョン	村人	LOSE	7d処刑死
175	155	12	【作】 ミステリ作家 ブランデー	占い師	LOSE	3d襲撃死
176	62	13	【空】 空気は読まない アリッサ	占い師	LOSE	4d襲撃死
177	156	13	【朝】 朝だ ヨルダ	村人	LOSE	3d襲撃死
178	64	13	【洗】 洗濯屋 ナーシェス	村人	LOSE	生存
179	61	13	【青】 青春アドベンチャー ラシード	見物人		
180	157	13	【願】 毎日が サンディ	見物人		
181	63	13	【武】 武人 フェイロン	村人	LOSE	4d処刑死
182	60	13	【星】 星呼び シスカ	見物人		
183	20	13	夢詠み メリッサ	村人	LOSE	2d襲撃死
184	158	13	【結】 結果に コレット	人狼	WIN	生存
185	59	13	【中】 中二病 クラウス	狂信者	WIN	3d処刑死
186	5	14	楽天家 ゲルト 	村人	LOSE	2d襲撃死
187	67	14	村娘 パメラ	霊能者	LOSE	4d襲撃死
188	27	14	旅人 ニコラス	村人	LOSE	5d処刑死
189	159	14	農夫 ヤコブ	村人	LOSE	3d処刑死
190	160	14	負傷兵 シモン 	人狼	WIN	生存
191	35	14	宿屋の女主人 レジーナ	村人	LOSE	4d処刑死
192	161	14	行商人 アルビン	村人	LOSE	5d襲撃死
193	162	14	少年 ペーター 	村人	LOSE	生存
194	78	14	少女 リーザ	占い師	LOSE	3d襲撃死
195	23	14	青年 ヨアヒム 	人狼	WIN	生存
196	163	15	狙撃手 カイン	狂人	LOSE	6d処刑死
197	164	15	【舞】 舞踏 ナツメ	人狼	LOSE	7d処刑死
198	165	15	【館】 館長 シャルル	村人	WIN	生存
199	22	15	【忍】 諜報員 ハヤブサ	村人	WIN	5d襲撃死
200	166	15	【鬼】 鬼子 カスミ	村人	WIN	4d襲撃死
201	167	15	【旅】 旅人 カミル	狩人	WIN	生存
202	168	15	【聖】 赤い服 ニコラス	霊能者	WIN	4d処刑死
203	169	15	【榊】 依存症 サカキ	村人	WIN	3d襲撃死
204	170	15	【薔】 黒薔薇 フィエ	人狼	LOSE	5d処刑死
205	171	15	魔導師 セレスト	村人	WIN	生存
206	172	15	【嬢】 令嬢 シェリー	占い師	WIN	生存
207	173	15	【蓮】 レイヤー スイレン	村人	WIN	7d襲撃死
208	174	15	【学】 学者 ミケル	村人	WIN	生存
209	20	15	預言者 スティア	村人	WIN	2d襲撃死
210	175	15	【獣】 獣人 レオン	村人	WIN	3d処刑死
211	176	15	【観】 観測手 クレア	人狼	LOSE	8d処刑死
212	177	16	三つ編み シャルロッテ	村人	WIN	生存
213	178	16	弾劾者 バルク	村人	WIN	生存
214	179	16	狼少年 セルヴェ	人狼	LOSE	4d処刑死
215	180	16	バーテンダー アルマン	村人	WIN	生存
216	181	16	牧師 エリオット	村人	WIN	生存
217	182	16	聖遺物 メギド	村人	WIN	生存
218	20	16	守門 シメオン	村人	WIN	2d襲撃死
219	183	16	漫画家 ミモザ	村人	WIN	生存
220	184	16	傀儡師 ディナ	村人	WIN	3d処刑死
221	185	17	アナスタシア	占い師	LOSE	3d襲撃死
222	186	17	岡田以蔵	狂人	WIN	5d処刑死
223	187	17	エルキドゥ	村人	LOSE	生存
224	188	17	新宿のアサシン	村人	LOSE	4d処刑死
225	189	17	坂本龍馬	見物人		
226	190	17	ガンナー ビリー・ザ・キッド	狩人	LOSE	7d襲撃死
227	191	17	よいこな アビゲイル	村人	LOSE	生存
228	192	17	マリー	見物人		
229	20	17	オルガマリー	村人	LOSE	2d襲撃死
230	193	17	刑部姫	霊能者	LOSE	3d処刑死
231	24	17	ギルガメッシュ	人狼	WIN	生存
232	194	17	理性蒸発 アストルフォ	見物人		
233	195	17	お竜	人狼	WIN	生存
234	43	17	アルテラ	村人	LOSE	6d襲撃死
235	196	17	シグルド	人狼	WIN	生存
236	197	17	サリエリ	村人	LOSE	生存
237	198	17	ゲオルギウス	村人	LOSE	6d処刑死
238	199	17	アマデウス	見物人		
239	200	17	猪王 アルトリア	村人	LOSE	4d襲撃死
240	201	17	静謐のハサン	村人	LOSE	7d処刑死
241	3	18	村娘 パメラ 	村人	WIN	8d襲撃死
242	71	18	旅人 ニコラス	村人	WIN	3d襲撃死
243	139	18	神父 ジムゾン 	霊能者	WIN	7d襲撃死
244	136	18	少女 リーザ 	村人	WIN	7d処刑死
245	5	18	楽天家 ゲルト 	村人	WIN	2d襲撃死
246	72	18	老人 モーリッツ 	村人	WIN	生存
247	31	18	シスター フリーデル 	占い師	WIN	生存
248	15	18	農夫 ヤコブ	村人	WIN	4d処刑死
249	118	18	ならず者 ディーター 	村人	WIN	8d処刑死
250	25	18	木こり トーマス	狩人	WIN	6d襲撃死
251	202	18	負傷兵 シモン	村人	WIN	6d処刑死
252	203	18	村長 ヴァルター 	狂人	LOSE	5d襲撃死
253	17	18	行商人 アルビン 	村人	WIN	生存
254	33	18	仕立て屋 エルナ 	人狼	LOSE	5d処刑死
255	204	18	パン屋 オットー	人狼	LOSE	9d処刑死
256	120	18	羊飼い カタリナ	人狼	LOSE	3d処刑死
257	205	19	アンラッキー セブン	見物人		
258	206	19	策略(吉) サイス	人狼	WIN	生存
259	207	19	悪巫山戯 ウィリアム	狩人	LOSE	4d襲撃死
260	208	19	アルバイト ユシィ	見物人		
261	209	19	おせちの トレイ	村人	LOSE	7d処刑死
262	210	19	生花霊吐 フローラ	人狼	WIN	4d処刑死
263	171	19	道草 ミオ	霊能者	LOSE	6d襲撃死
264	56	19	寝正月したい ネイブ	村人	LOSE	生存
265	49	19	かぼちゃへの挑戦 ぽきゃ	見物人		
266	211	19	スペクトラム リアル	村人	LOSE	3d処刑死
267	212	19	パドレ ドロシー	人狼	WIN	8d処刑死
268	150	19	絡む綾糸 ベアトリクス	見物人		
269	145	19	苦労性 ループレヒト	見物人		
270	20	19	戯言 ジャック	村人	LOSE	2d襲撃死
271	123	19	裸の王様 キング	見物人		
272	105	19	木偶 アレン	見物人		
273	213	19	パーリナイ！ ニコラス	見物人		
274	57	19	野良猫 フォー	占い師	LOSE	5d襲撃死
275	214	19	ぱーりーぴーぽー テン	村人	LOSE	6d処刑死
276	215	19	のんびり シンク	村人	LOSE	8d襲撃死
277	216	19	せっかち ケイト	村人	LOSE	9d処刑死
278	217	19	かがみもち ハリオット	村人	LOSE	7d襲撃死
279	22	19	手繰る歯車 ジェラルド	村人	LOSE	9d襲撃死
280	218	19	ここにテキストを入力してください エース	狂人	WIN	5d処刑死
281	219	19	コンプレックス チェシャ	見物人		
282	220	19	ウィルオ ウィスプ	見物人		
283	221	20	【田】 田舎娘 エマ	村人	LOSE	3d襲撃死
284	222	20	【物】 忘れ物 うさぎ	見物人		
285	20	20	院長 カミシノ	村人	LOSE	2d襲撃死
286	125	20	焦爛 フジノ	見物人		
287	127	20	【警】 警備員 タマオ	狂人	WIN	4d襲撃死
288	50	20	【饒】 饒舌 くーちゃん	見物人		
289	223	20	指切 キミ	見物人		
290	129	20	【愛】 慈愛 トモコ	人狼	WIN	生存
291	128	20	奔放 メイジ	見物人		
292	123	20	【労】 心労 グミノ	狩人	LOSE	3d処刑死
293	121	20	【営】 営業 ミロク	狂人	WIN	4d処刑死
294	5	21	楽天家 ゲルト 	村人	LOSE	2d襲撃死
295	224	21	旅人 ニコラス	人狼	WIN	4d処刑死
296	225	21	農夫 ヤコブ 	村人	LOSE	生存
297	37	21	負傷兵 シモン	村人	LOSE	5d処刑死
298	226	21	神父 ジムゾン	村人	LOSE	5d襲撃死
299	227	21	行商人 アルビン	霊能者	LOSE	4d襲撃死
300	132	21	少年 ペーター 	人狼	WIN	生存
301	228	21	仕立て屋 エルナ	村人	LOSE	3d処刑死
302	66	21	パン屋 オットー	占い師	LOSE	3d襲撃死
303	229	21	青年 ヨアヒム 	村人	LOSE	2d突然死
304	230	22	賭博師 ファウスト	村人	LOSE	7d襲撃死
305	231	22	狼娘 チノ	狂人	WIN	8d処刑死
306	232	22	お菓子屋 ベリーア	村人	LOSE	9d処刑死
307	233	22	貴族の娘 ファリン	見物人		
308	234	22	水の巫女 スイレン	村人	LOSE	生存
309	26	22	兎娘 キャロル	人狼	WIN	6d処刑死
310	53	22	学者 シカタ	見物人		
311	235	22	鼠王子 ティム	見物人		
312	173	22	星空 ヨル	占い師	LOSE	4d襲撃死
313	20	22	アオ	村人	LOSE	2d襲撃死
314	236	22	シスター セレスティーヌ	人狼	WIN	生存
315	237	22	赤い狐 カノコ	狩人	LOSE	8d襲撃死
316	238	22	シマ リス	人狼	WIN	4d処刑死
317	239	22	観測手 クレア	聖痕者	LOSE	5d襲撃死
318	240	22	占星術 パウル	見物人		
319	165	22	騎士見習い ルカ	村人	LOSE	7d処刑死
320	154	22	予知能力 カンナ	見物人		
321	241	22	人魂遊び ユヅル	村人	LOSE	3d処刑死
322	242	22	幻惑者 イルズー	霊能者	LOSE	9d襲撃死
323	16	22	飼い猫 ダイナ	見物人		
324	243	22	もちもちもふもふ ハリネズミ	村人	LOSE	3d襲撃死
325	244	22	神父 スチュアート	見物人		
326	169	22	魔女見習い クリーム	村人	LOSE	5d処刑死
327	5	23	楽天家 ゲルト 	村人	WIN	2d襲撃死
328	245	23	老人 モーリッツ 	狂人	LOSE	生存
329	114	23	村娘 パメラ 	占い師	WIN	生存
330	35	23	シスター フリーデル	人狼	LOSE	4d処刑死
331	246	23	司書 クララ 	村人	WIN	生存
332	78	23	農夫 ヤコブ 	狩人	WIN	生存
333	79	23	木こり トーマス	人狼	LOSE	3d突然死
334	247	23	負傷兵 シモン 	村人	WIN	生存
335	248	23	村長 ヴァルター 	村人	WIN	生存
336	249	23	パン屋 オットー 	村人	WIN	生存
337	134	23	羊飼い カタリナ	霊能者	WIN	3d襲撃死
338	137	23	少女 リーザ 	村人	WIN	生存
339	50	24	【卯】 卯波(ウナミ)	村人	WIN	生存
340	250	24	【埋】 埋火(ウズミビ)	村人	WIN	生存
341	235	24	【日】 日迎(ヒムカエ)	狂人	LOSE	生存
342	251	24	【楽】 神楽(カグラ)	狩人	WIN	生存
343	252	24	【雉】 雉笛(キジブエ)	村人	WIN	4d襲撃死
344	253	24	【鬼】 鬼走(オニバシリ)	村人	WIN	生存
345	49	24	【氷】 氷室(ヒムロ)	人狼	LOSE	5d処刑死
346	254	24	【鳥】 鳥追(トリオイ)	人狼	LOSE	3d処刑死
347	255	24	【毬】 手毬(テマリ)	占い師	WIN	3d襲撃死
348	143	24	【花】 花守(ハナモリ)	霊能者	WIN	生存
349	20	24	雛市(ヒナイチ)	村人	WIN	2d襲撃死
350	256	24	【夕】 夕凪(ユウナギ)	村人	WIN	4d処刑死
351	5	25	楽天家 ゲルト 	村人	LOSE	2d襲撃死
352	76	25	村娘 パメラ	霊能者	LOSE	3d襲撃死
353	257	25	司書 クララ 	占い師	LOSE	5d処刑死
354	27	25	ならず者 ディーター	人狼	WIN	4d処刑死
355	258	25	負傷兵 シモン	村人	LOSE	4d襲撃死
356	259	25	行商人 アルビン	村人	LOSE	3d処刑死
357	260	25	パン屋 オットー	村人	LOSE	6d処刑死
358	261	25	少女 リーザ	村人	LOSE	6d襲撃死
359	262	25	羊飼い カタリナ 	人狼	WIN	生存
360	67	25	青年 ヨアヒム 	村人	LOSE	5d襲撃死
361	46	26	【熊】 観測者 シロ	人狼	WIN	6d処刑死
362	263	26	【本】 本の怪物 ベンジャミン	霊能者	LOSE	6d襲撃死
363	264	26	【秘】 秘術 グレイ	狩人	LOSE	4d襲撃死
364	233	26	【術】 占星術 キャサリン	狂人	WIN	3d処刑死
365	20	26	道案内 ミオ	村人	LOSE	2d襲撃死
366	49	26	【猫】 ねこ ゴールド	村人	LOSE	9d襲撃死
367	207	26	錬金術士 エミリア	村人	LOSE	5d襲撃死
368	265	26	【刺】 刺青師 カーシー	村人	LOSE	8d襲撃死
369	193	26	【枯】 枯れ枝 ループレヒト	人狼	WIN	4d処刑死
370	80	26	【夜】 星空 ヨル	村人	LOSE	9d処刑死
371	53	26	【長】 跳ね変える長針 ケイト	村人	LOSE	7d処刑死
372	266	26	【蛙】 ケロイド ラスティ	村人	LOSE	7d襲撃死
373	267	26	【争】 気狂い論争 チェシャ	占い師	LOSE	3d襲撃死
374	268	26	【A】 糾弾 エース	村人	LOSE	8d処刑死
375	269	26	【羊】 羊飼い ミルラ	人狼	WIN	生存
376	154	26	【星】 オイスター キュリア	村人	LOSE	5d処刑死
377	270	27	【嘘】 嘘吐きは泥棒 ガルベン	人狼	LOSE	8d処刑死
378	271	27	【猫】 チェシャ猫 チェシャ	霊能者	WIN	4d処刑死
379	272	27	【廃】 廃人俳人【廃) セイメイ	村人	WIN	5d処刑死
380	273	27	【波】 大波小波 フレン	人狼	LOSE	6d処刑死
381	274	27	【掌】 トーマス	村人	WIN	9d襲撃死
382	275	27	【伯】 伯爵 メフィスト	人狼	LOSE	10d処刑死
383	276	27	【紙】 紙服の紳士 ヨハン	狩人	WIN	7d襲撃死
384	277	27	【絡】絡繰芝居 グレイ	ハムスター人間	LOSE	9d処刑死
385	278	27	【医】 主治医 オニユリ	狂人	LOSE	3d処刑死
386	279	27	【眠】 眠りネズミ ヤマネ	共鳴者	WIN	4d襲撃死
387	20	27	とある書物	村人	WIN	2d襲撃死
388	280	27	【撃】 遊撃手 ルトリス	村人	WIN	5d襲撃死
389	281	27	【姫】 人魚 ローレライ	村人	WIN	7d処刑死
390	282	27	【妙】 少女 アリス	共鳴者	WIN	生存
391	283	27	【錦】 故郷に錦 スイ	占い師	WIN	3d襲撃死
392	284	27	【魚】 金魚 カナコ	村人	WIN	生存
393	78	28	旅人 ニコラス 	村人	WIN	生存
394	285	28	神父 ジムゾン	人狼	LOSE	4d処刑死
395	224	28	少女 リーザ 	人狼	LOSE	5d処刑死
396	286	28	青年 ヨアヒム 	村人	WIN	生存
397	5	28	楽天家 ゲルト 	村人	WIN	2d襲撃死
398	245	28	シスター フリーデル	人狼	LOSE	6d処刑死
399	287	28	司書 クララ 	狩人	WIN	5d襲撃死
400	288	28	ならず者 ディーター 	村人	WIN	生存
401	289	28	農夫 ヤコブ 	占い師	WIN	生存
402	37	28	木こり トーマス 	村人	WIN	生存
403	112	28	負傷兵 シモン	村人	WIN	3d処刑死
404	290	28	村長 ヴァルター 	霊能者	WIN	生存
405	291	28	行商人 アルビン 	村人	WIN	生存
406	292	28	仕立て屋 エルナ 	村人	WIN	生存
407	226	28	パン屋 オットー 	村人	WIN	生存
408	293	28	羊飼い カタリナ	狂人	LOSE	3d襲撃死
409	233	29	【看】 看板娘 ランラン	占い師	WIN	生存
410	294	29	【星】 南斗星君 シオン	人狼	LOSE	5d処刑死
411	295	29	樹精 シュウ	村人	WIN	生存
412	296	29	【頭】 結社頭目 ツァオホン	狩人	WIN	5d襲撃死
413	297	29	【花】 救われぬ花魄 モンファ	村人	WIN	3d処刑死
414	243	29	【船】 船頭 ワンシュア	村人	WIN	生存
415	240	29	皇帝 ヤオディ	見物人		
416	210	29	【竜】 竜将 グァンロン	Ｃ国狂人	LOSE	生存
417	20	29	熊猫 テンテン	村人	WIN	2d襲撃死
418	298	29	悪食 ティエ	見物人		
419	299	29	【伽】 御伽の国の姫 マンユゥ	人狼	LOSE	4d処刑死
420	47	29	キョンシー ヨウメイ	見物人		
421	186	29	結社商人 マオリュウ	見物人		
422	300	29	【貴】 貴族 エンフェイ	人狼	LOSE	6d処刑死
423	232	29	天邪鬼 チョンジ	見物人		
424	301	29	炎の料理人 ハオチー	見物人		
425	190	29	【武】 武官 ウーヤー	村人	WIN	3d襲撃死
426	302	29	【宿】 宿屋の女主人 ルーパイ	見物人		
427	303	29	【紺】 羽民 コン	村人	WIN	生存
428	304	29	寵姫 ユエ	村人	WIN	生存
429	220	29	【薬】 薬師見習い シュエリ	霊能者	WIN	生存
430	305	29	麒麟 ユールウ	見物人		
431	306	29	鈴が鳴る リンリー	見物人		
432	123	29	混沌 ファンドン	見物人		
433	307	29	【用】 用心棒 ヘイ	村人	WIN	生存
434	9	30	村娘 パメラ 	人狼	LOSE	5d処刑死
435	15	30	旅人 ニコラス	狂人	LOSE	4d処刑死
436	308	30	少女 リーザ 	村人	WIN	生存
437	8	30	青年 ヨアヒム	人狼	LOSE	6d処刑死
438	5	30	楽天家 ゲルト 	村人	WIN	2d襲撃死
439	309	30	老人 モーリッツ 	村人	WIN	5d襲撃死
440	6	30	司書 クララ	人狼	LOSE	3d処刑死
441	310	30	シスター フリーデル 	狩人	WIN	生存
442	311	30	ならず者 ディーター	村人	WIN	4d突然死
443	312	30	負傷兵 シモン 	村人	WIN	5d突然死
444	313	30	村長 ヴァルター 	村人	WIN	2d突然死
445	314	30	少年 ペーター	村人	WIN	3d突然死
446	315	30	行商人 アルビン 	霊能者	WIN	生存
